target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source
CANDIDATE,56.391062,3.58,2.18,310.0,4406.0,0.628,0.632,,5.7,2042.0,kepler
CONFIRMED,3.032147946,3.62,1218.88,1507.0,5827.0,1.447,1.081,,3.8627,488.6,kepler
CONFIRMED,15.96532718,3.33,136.42,872.0,5880.0,1.433,1.068,,4.5837,482.2,kepler
CANDIDATE,22.34213536,5.19,18.14,526.0,5237.0,0.707,0.674,,6.461,2264.4,kepler
CONFIRMED,18.79418506,2.33,6.79,412.0,4126.0,0.602,0.616,,3.2906,1529.0,kepler
CONFIRMED,6.73893544,1.44,26.64,579.0,4126.0,0.602,0.616,,2.813,601.3,kepler
CONFIRMED,10.3392408,2.98,86.46,777.0,5730.0,0.87,0.968,,3.075,1184.6,kepler
CONFIRMED,8.50339249,1.95,257.22,1021.0,5877.0,1.265,0.997,,2.9569,188.9,kepler
CONFIRMED,23.7832097,2.01,65.26,725.0,5877.0,1.265,0.997,,7.939,256.5,kepler
CONFIRMED,5.16949729,2.06,694.32,1309.0,6011.0,1.409,0.963,,4.5122,210.6,kepler
CONFIRMED,30.86436512,2.23,18.22,527.0,5677.0,0.828,0.92,,2.9557,551.3,kepler
CONFIRMED,9.36059705,1.42,89.47,784.0,5677.0,0.828,0.92,,3.2069,236.5,kepler
CONFIRMED,14.6672293,1.21,49.12,675.0,5677.0,0.828,0.92,,3.742,198.1,kepler
CONFIRMED,68.1609897,1.45,6.34,405.0,5677.0,0.828,0.92,,5.662,295.6,kepler
CONFIRMED,13.28689997,2.78,61.8,715.0,5730.0,0.87,0.968,,3.2825,1039.6,kepler
CONFIRMED,17.6717714,2.44,16.38,513.0,4869.0,0.687,0.767,,3.4202,918.6,kepler
CONFIRMED,1.73513619,3.27,1372.87,1554.0,5751.0,1.071,1.028,,2.2741,952.6,kepler
CONFIRMED,11.95474513,5.15,159.04,906.0,5059.0,1.657,0.947,,2.1433,903.4,kepler
FALSE POSITIVE,42.55930625,5.45,18.24,527.0,6032.0,0.924,0.96,,3.0148,2303.5,kepler
CONFIRMED,18.16407304,1.98,15.72,508.0,4926.0,0.662,0.727,,2.9355,943.2,kepler
FALSE POSITIVE,7.334073405,1.42,135.81,870.0,5985.0,0.758,0.846,,2.7308,326.9,kepler
CONFIRMED,5.71489692,1.33,73.38,747.0,4926.0,0.662,0.727,,2.3572,425.9,kepler
CONFIRMED,8.59481851,1.75,125.48,854.0,5675.0,0.915,0.878,,3.254,336.5,kepler
CONFIRMED,10.22215697,1.72,99.68,806.0,5675.0,0.915,0.878,,1.1939,238.2,kepler
CONFIRMED,25.6721559,2.68,51.47,683.0,6034.0,1.179,1.164,,5.9629,387.1,kepler
CONFIRMED,18.39629744,2.47,27.09,582.0,5316.0,0.804,0.876,,2.7838,680.2,kepler
CONFIRMED,21.77568158,4.76,125.14,853.0,5900.0,1.694,1.1,,7.9588,797.9,kepler
FALSE POSITIVE,0.83442282,0.64,2794.84,1854.0,5838.0,0.897,0.992,,1.873,50.9,kepler
FALSE POSITIVE,1.906633332,2.72,2745.66,1847.0,6736.0,1.243,1.224,,3.0825,268.0,kepler
CONFIRMED,4.069425638,1.53,97.72,802.0,4671.0,0.68,0.75,,2.0396,549.1,kepler
CONFIRMED,4.06844957,0.98,442.08,1170.0,5751.0,1.071,1.028,,2.8349,79.8,kepler
CONFIRMED,16.28247625,1.88,15.37,505.0,4671.0,0.68,0.75,,2.9227,792.6,kepler
CONFIRMED,3.162692075,2.61,692.32,1308.0,5821.0,1.085,0.972,,1.9529,503.7,kepler
CONFIRMED,13.17555999,2.82,244.58,1009.0,5900.0,1.694,1.1,,6.6677,280.0,kepler
CONFIRMED,5.66815821,1.85,752.7,1336.0,5900.0,1.694,1.1,,4.9064,119.7,kepler
CONFIRMED,17.40665216,2.95,104.04,814.0,6086.0,1.216,1.013,,6.864,586.9,kepler
CANDIDATE,3.07365139,0.79,515.92,1215.0,6068.0,0.831,0.931,,2.102,90.5,kepler
FALSE POSITIVE,6.41496453,25.79,417.97,1153.0,6170.0,1.183,0.927,,3.9015,201.2,kepler
CONFIRMED,5.370639542,2.54,341.68,1096.0,5821.0,1.085,0.972,,2.1121,491.3,kepler
CONFIRMED,11.32977062,1.37,126.21,855.0,5821.0,1.085,0.972,,3.845,162.4,kepler
CONFIRMED,6.07972016,2.32,360.77,1111.0,5460.0,1.346,0.911,,7.1228,290.8,kepler
CONFIRMED,14.40090414,2.71,111.24,828.0,5815.0,1.198,0.976,,4.1682,379.6,kepler
CONFIRMED,7.69363627,2.12,308.61,1069.0,6086.0,1.216,1.013,,5.0324,295.1,kepler
CONFIRMED,21.3851584,2.17,25.63,574.0,5376.0,0.825,0.814,,4.0819,663.9,kepler
CONFIRMED,5.37493289,2.12,942.35,1413.0,6167.0,1.689,1.135,,3.9567,155.8,kepler
CONFIRMED,8.58600968,1.84,503.98,1208.0,6167.0,1.689,1.135,,3.3443,102.1,kepler
CANDIDATE,4.50158249,0.73,49.21,676.0,4339.0,0.553,0.573,,1.855,175.7,kepler
CONFIRMED,3.88688862,1.29,1448.04,1574.0,6167.0,1.689,1.135,,3.683,58.3,kepler
FALSE POSITIVE,2.192009479,35.9,1030.69,1446.0,5499.0,1.125,0.878,,2.9453,1475.6,kepler
CONFIRMED,25.6613816,1.78,51.48,683.0,5815.0,1.198,0.976,,4.459,166.5,kepler
CONFIRMED,10.21418792,2.29,198.34,957.0,5843.0,1.332,1.151,,5.8201,303.8,kepler
CONFIRMED,2.755637216,1.37,77.57,757.0,4121.0,0.553,0.57,,1.8559,536.7,kepler
FALSE POSITIVE,36.2671673,1.5,3.44,347.0,4264.0,0.62,0.607,,2.065,627.1,kepler
CONFIRMED,14.91095177,2.62,54.87,694.0,5650.0,0.899,0.932,,3.325,864.5,kepler
CONFIRMED,20.30652862,1.58,5.4,389.0,4121.0,0.553,0.57,,2.8014,715.4,kepler
CONFIRMED,44.6996563,3.05,14.81,500.0,5497.0,1.046,0.988,,6.2289,837.7,kepler
CONFIRMED,3.619309734,1.47,422.53,1156.0,5497.0,1.046,0.988,,3.0504,206.6,kepler
CANDIDATE,7.6720844,0.72,138.74,875.0,5972.0,0.807,0.884,,3.451,75.1,kepler
FALSE POSITIVE,2.178150857,1.11,636.74,1282.0,5691.0,0.836,0.928,,1.931,162.5,kepler
FALSE POSITIVE,2.178150567,34.19,2457.28,1796.0,6820.0,1.254,1.227,,3.5065,511.3,kepler
CONFIRMED,14.28228147,1.82,9.38,446.0,4102.0,0.595,0.612,,2.6588,983.2,kepler
FALSE POSITIVE,1.16015259,1.4,2229.29,1751.0,5842.0,0.985,0.959,,1.3433,170.2,kepler
CONFIRMED,3.743166733,1.5,971.76,1423.0,6181.0,1.331,1.106,,3.6888,126.3,kepler
CONFIRMED,13.13747785,1.85,109.68,825.0,5762.0,1.143,0.982,,4.8655,212.8,kepler
CONFIRMED,7.78199862,1.32,220.8,983.0,5762.0,1.143,0.982,,3.947,106.9,kepler
CONFIRMED,23.4433748,1.29,50.72,681.0,5762.0,1.143,0.982,,5.768,85.0,kepler
CONFIRMED,5.868066282,3.6,584.32,1254.0,5918.0,1.555,1.181,,4.1246,436.5,kepler
CONFIRMED,9.940666412,2.87,233.04,996.0,6215.0,1.259,1.17,,3.9092,520.2,kepler
CONFIRMED,4.182001885,2.46,213.29,974.0,5328.0,0.865,0.971,,2.2209,847.4,kepler
CANDIDATE,66.47762,1.83,5.34,388.0,5515.0,0.775,0.868,,4.487,553.5,kepler
CANDIDATE,26.89316101,6.78,33.54,614.0,6096.0,0.908,0.975,,2.3266,2193.2,kepler
CONFIRMED,14.70749512,2.04,106.22,819.0,5676.0,1.28,1.056,,3.1506,262.0,kepler
CONFIRMED,20.73989406,2.11,19.47,536.0,5132.0,0.77,0.805,,3.1505,616.1,kepler
CONFIRMED,47.4277116,2.33,6.46,407.0,5132.0,0.77,0.805,,5.2679,820.4,kepler
FALSE POSITIVE,5.07442951,1.38,175.75,929.0,5448.0,0.857,0.977,,4.064,250.2,kepler
CONFIRMED,3.07155284,1.65,1389.97,1556.0,5918.0,1.555,1.181,,4.0935,86.0,kepler
CONFIRMED,22.24814617,2.72,32.58,609.0,5629.0,0.943,1.033,,4.1483,613.7,kepler
CANDIDATE,0.702739679,0.73,2292.96,1765.0,5269.0,0.836,0.819,,1.379,65.1,kepler
CONFIRMED,2.508057497,3.25,234.06,997.0,4780.0,0.761,0.835,,1.1134,1507.6,kepler
FALSE POSITIVE,5.07437786,23.71,244.04,1008.0,5661.0,0.919,0.929,,5.942,605.7,kepler
CONFIRMED,4.585466941,3.29,688.54,1307.0,5788.0,1.495,1.179,,3.4437,383.5,kepler
CONFIRMED,22.71443351,4.01,81.57,766.0,5788.0,1.495,1.179,,6.0875,575.1,kepler
CONFIRMED,47.903427,3.55,30.17,598.0,5788.0,1.495,1.179,,6.191,379.3,kepler
CONFIRMED,9.034190783,1.8,27.87,586.0,4499.0,0.639,0.643,,1.5501,577.6,kepler
FALSE POSITIVE,1.433339604,2.08,1873.33,1677.0,6077.0,0.999,1.077,,1.3665,305.2,kepler
CONFIRMED,9.07098164,2.94,109.61,825.0,5672.0,0.929,1.008,,2.6903,1026.2,kepler
CONFIRMED,9.48965527,2.16,173.79,926.0,5672.0,1.204,1.005,,3.587,262.2,kepler
CONFIRMED,4.22865217,1.83,854.59,1379.0,5966.0,1.499,1.213,,3.3275,150.0,kepler
FALSE POSITIVE,2.85889907,0.73,226.09,989.0,4973.0,0.754,0.848,,1.465,55.7,kepler
CONFIRMED,7.46662068,1.65,401.08,1141.0,5966.0,1.499,1.213,,3.87,120.9,kepler
CONFIRMED,16.25951967,1.72,142.1,880.0,5966.0,1.499,1.213,,3.854,129.5,kepler
CONFIRMED,11.1317901,1.47,235.55,999.0,5966.0,1.499,1.213,,4.051,95.5,kepler
CONFIRMED,28.1224393,0.9,6.13,401.0,4499.0,0.639,0.643,,4.174,194.3,kepler
CONFIRMED,11.427550984,2.35,124.31,852.0,5979.0,1.005,0.913,,4.6074,500.9,kepler
CONFIRMED,45.9029768,1.18,3.19,341.0,4499.0,0.639,0.643,,5.0041,361.8,kepler
CONFIRMED,4.159816554,0.86,78.4,759.0,4499.0,0.639,0.643,,1.6261,160.3,kepler
CONFIRMED,5.69059163,3.1,129.31,860.0,5244.0,0.81,0.826,,2.557,1384.3,kepler
CONFIRMED,10.34973276,1.44,177.25,930.0,6003.0,1.109,0.902,,4.4859,119.0,kepler
CONFIRMED,16.08786246,2.56,47.17,668.0,5506.0,0.914,0.904,,3.095,612.5,kepler
CANDIDATE,25.0032023,1.47,116.27,837.0,6148.0,1.685,1.176,,5.498,64.1,kepler
CONFIRMED,41.74938613,2.94,13.22,486.0,5506.0,0.914,0.904,,5.6098,1055.4,kepler
CONFIRMED,8.981014925,3.14,141.77,880.0,5666.0,0.967,0.785,,1.8478,1059.3,kepler
FALSE POSITIVE,39.1307086,1.54,30.75,600.0,6295.0,1.08,1.065,,2.295,201.0,kepler
CONFIRMED,10.04157214,2.97,60.74,712.0,5244.0,0.81,0.826,,2.6577,1114.0,kepler
CONFIRMED,18.36974658,3.58,27.14,582.0,5244.0,0.81,0.826,,2.939,1143.3,kepler
CONFIRMED,2.79590004,1.66,333.31,1090.0,5244.0,0.81,0.826,,2.056,383.7,kepler
CONFIRMED,13.72462702,2.13,112.82,831.0,5817.0,1.171,0.982,,6.9758,281.8,kepler
CONFIRMED,46.40626,2.66,28.23,588.0,6086.0,1.227,1.037,,7.0281,469.1,kepler
CONFIRMED,15.67750191,1.42,101.79,810.0,6003.0,1.109,0.902,,5.5082,115.5,kepler
CONFIRMED,5.59931543,1.22,402.39,1142.0,6003.0,1.109,0.902,,3.8944,84.8,kepler
CONFIRMED,25.2100146,0.95,54.06,691.0,6003.0,1.109,0.902,,6.553,62.1,kepler
CONFIRMED,17.79001678,2.7,43.5,655.0,5569.0,0.927,0.935,,4.4116,871.4,kepler
CONFIRMED,49.5674085,2.91,11.09,465.0,5569.0,0.927,0.935,,4.002,730.0,kepler
FALSE POSITIVE,1.655467295,2.17,322.97,1080.0,4583.0,0.695,0.701,,3.2424,1059.4,kepler
FALSE POSITIVE,11.9710626,5.84,280.97,1044.0,6312.0,1.464,1.048,,2.7607,421.8,kepler
CONFIRMED,6.0404622,1.3,118.56,841.0,5297.0,0.825,0.938,,1.98,241.0,kepler
CONFIRMED,4.13852825,1.3,196.51,954.0,5297.0,0.825,0.938,,2.281,256.5,kepler
CONFIRMED,3.936993144,3.36,240.16,1004.0,5431.0,0.843,0.945,,1.887,1266.0,kepler
CONFIRMED,28.08185982,3.63,17.52,522.0,5431.0,0.843,0.945,,4.5288,1840.3,kepler
CONFIRMED,23.66834635,2.32,47.11,668.0,5979.0,1.005,0.913,,5.8297,449.4,kepler
CONFIRMED,10.08881066,4.71,68.62,734.0,5431.0,0.843,0.945,,1.7726,1995.9,kepler
FALSE POSITIVE,6.97106919,2.07,189.16,946.0,5871.0,0.983,1.097,,3.9125,452.8,kepler
CONFIRMED,1.311842968,1.43,1410.6,1562.0,5569.0,0.927,0.935,,1.7876,245.1,kepler
CONFIRMED,14.58649856,2.45,124.89,852.0,6063.0,1.191,1.009,,4.0249,378.7,kepler
CANDIDATE,8.0292018,0.99,276.27,1040.0,6063.0,1.191,1.009,,3.462,65.6,kepler
FALSE POSITIVE,1.05569286,0.45,898.72,1395.0,4955.0,0.751,0.748,,1.289,37.5,kepler
CONFIRMED,7.75192755,1.89,124.47,852.0,5604.0,0.912,1.004,,3.5413,407.3,kepler
CONFIRMED,16.2580276,0.92,112.41,830.0,5867.0,1.356,1.153,,6.375,47.0,kepler
FALSE POSITIVE,0.73975345,2.09,2580.0,1818.0,5271.0,0.935,0.869,,4.2,481.8,kepler
FALSE POSITIVE,3.05933906,36.0,999.16,1434.0,6238.0,1.116,0.986,,1.7332,1169.2,kepler
FALSE POSITIVE,0.759763198,1.2,2227.19,1752.0,5520.0,0.818,0.917,,3.083,202.5,kepler
FALSE POSITIVE,12.435190544,0.52,20.93,545.0,4756.0,0.62,0.667,,3.8305,71.9,kepler
CONFIRMED,20.0983676,1.58,85.34,775.0,6053.0,1.26,1.098,,5.207,157.8,kepler
CANDIDATE,2.41750021,1.19,1221.36,1507.0,5575.0,1.308,0.965,,4.33,58.2,kepler
CANDIDATE,4.03357434,1.23,616.04,1270.0,5575.0,1.308,0.965,,5.886,66.2,kepler
CANDIDATE,7.66462913,1.6,353.31,1106.0,5640.0,1.515,1.024,,3.614,114.1,kepler
CONFIRMED,9.6887216,3.09,250.25,1014.0,6457.0,1.196,1.19,,2.0,655.5,kepler
CONFIRMED,19.597317,3.78,47.9,671.0,5569.0,1.019,0.883,,4.508,1014.1,kepler
CONFIRMED,13.06243545,1.36,18.25,527.0,4522.0,0.655,0.646,,3.244,464.3,kepler
FALSE POSITIVE,0.793663156,1.14,1600.85,1614.0,5077.0,0.825,0.849,,0.8244,186.2,kepler
CONFIRMED,3.74031708,1.38,646.81,1287.0,6260.0,1.063,1.118,,2.394,165.6,kepler
FALSE POSITIVE,0.851678507,0.85,2698.28,1840.0,5403.0,1.029,0.945,,2.028,67.9,kepler
FALSE POSITIVE,1.332566763,1.49,713.45,1318.0,5134.0,0.752,0.825,,4.001,384.9,kepler
FALSE POSITIVE,1.89131005,6.4,1507.16,1590.0,5706.0,1.12,0.824,,5.687,155.6,kepler
FALSE POSITIVE,0.885131111,0.9,2579.83,1818.0,5904.0,0.867,0.958,,3.377,93.2,kepler
FALSE POSITIVE,1.85447373,1.33,527.79,1221.0,5341.0,0.743,0.826,,2.665,306.8,kepler
CANDIDATE,3.25424652,0.96,521.81,1220.0,5692.0,1.004,0.968,,5.378,82.1,kepler
CONFIRMED,3.50472344,0.8,254.49,1019.0,5115.0,0.854,0.798,,1.9464,90.7,kepler
CANDIDATE,11.9294568,1.05,95.42,797.0,5975.0,0.9,0.891,,3.193,132.3,kepler
FALSE POSITIVE,0.786260569,15.72,477.45,1192.0,4223.0,0.557,0.544,,4.556,877.1,kepler
FALSE POSITIVE,2.15292788,1.02,2708.61,1841.0,5851.0,1.555,0.821,,3.043,41.4,kepler
FALSE POSITIVE,2.61585431,1.28,803.03,1358.0,6131.0,0.945,1.023,,6.519,169.8,kepler
CANDIDATE,9.54699216,1.71,232.24,996.0,6274.0,1.232,1.261,,5.063,143.0,kepler
CANDIDATE,14.708641,1.82,130.5,862.0,6274.0,1.232,1.261,,5.394,130.6,kepler
CONFIRMED,31.3351094,1.99,46.53,666.0,6404.0,1.142,1.175,,6.071,264.9,kepler
FALSE POSITIVE,1.061002863,1.06,1883.03,1679.0,5767.0,0.881,0.979,,1.962,142.4,kepler
FALSE POSITIVE,4.4697452,2.43,574.11,1248.0,6102.0,1.125,0.955,,5.33,241.5,kepler
FALSE POSITIVE,12.422216754,0.8,131.73,864.0,6231.0,1.084,1.14,,6.5533,54.5,kepler
CONFIRMED,4.85018974,1.1,344.04,1098.0,6032.0,0.973,1.055,,5.676,64.5,kepler
CONFIRMED,3.82315697,0.77,638.38,1282.0,6202.0,1.122,1.213,,2.388,47.2,kepler
FALSE POSITIVE,1.54039744,1.08,1267.95,1520.0,5649.0,0.884,0.751,,1.787,127.6,kepler
CONFIRMED,8.45805119,2.52,367.05,1117.0,6172.0,1.471,1.25,,2.998,258.7,kepler
CONFIRMED,9.84262076,2.41,97.62,801.0,5585.0,0.972,1.064,,1.6018,626.4,kepler
FALSE POSITIVE,2.99194823,0.78,255.16,1019.0,5269.0,0.727,0.812,,4.39,99.6,kepler
CONFIRMED,62.3026877,3.05,10.05,454.0,5688.0,0.971,0.895,,7.509,859.3,kepler
CANDIDATE,7.23531329,1.53,501.36,1207.0,6422.0,1.421,1.22,,3.338,112.2,kepler
FALSE POSITIVE,1.332547503,1.23,2062.92,1719.0,6077.0,0.999,1.077,,4.521,130.3,kepler
CONFIRMED,24.4972683,2.74,64.25,722.0,6392.0,1.162,1.232,,5.43,449.1,kepler
FALSE POSITIVE,4.20253859,0.71,394.08,1136.0,5596.0,1.015,0.829,,5.389,31.5,kepler
FALSE POSITIVE,0.89486317,1.19,2296.25,1764.0,5764.0,0.863,0.959,,2.657,172.0,kepler
CONFIRMED,4.62602867,1.65,247.34,1012.0,5834.0,0.797,0.852,,0.643,346.9,kepler
FALSE POSITIVE,7.04716175,1.1,105.1,817.0,5496.0,0.776,0.869,,2.693,150.8,kepler
CANDIDATE,4.93211932,1.02,837.01,1372.0,6422.0,1.421,1.22,,3.144,50.5,kepler
CONFIRMED,8.40693068,1.95,285.67,1048.0,5365.0,1.533,0.899,,1.866,167.1,kepler
CANDIDATE,3.39904814,0.81,477.15,1191.0,5766.0,0.929,0.876,,2.922,69.6,kepler
FALSE POSITIVE,0.974479091,1.19,1239.32,1513.0,5043.0,0.819,0.776,,1.866,221.2,kepler
FALSE POSITIVE,1.10601182,0.77,3093.39,1903.0,6241.0,1.031,1.088,,2.577,52.9,kepler
FALSE POSITIVE,6.873655305,1.21,159.51,906.0,5668.0,0.912,0.943,,3.5415,181.3,kepler
CONFIRMED,0.626281766,1.76,2011.27,1711.0,4922.0,0.823,0.79,,1.1812,433.1,kepler
CANDIDATE,1.183505016,0.8,658.87,1293.0,4832.0,0.746,0.791,,1.275,116.6,kepler
CONFIRMED,2.790643481,0.99,104.74,816.0,4353.0,0.603,0.648,,0.6871,202.0,kepler
CONFIRMED,0.971915957,0.79,1591.27,1609.0,5196.0,0.889,0.828,,1.6023,73.7,kepler
CONFIRMED,3.03196812,0.9,614.2,1269.0,5755.0,0.993,0.909,,1.723,81.5,kepler
CANDIDATE,15.9042402,3.79,131.11,863.0,5583.0,1.53,1.017,,2.093,444.8,kepler
CANDIDATE,4.16288745,1.32,80.23,763.0,4478.0,0.651,0.637,,0.678,391.7,kepler
CANDIDATE,4.44902309,0.55,56.19,699.0,4353.0,0.603,0.648,,1.373,88.9,kepler
CONFIRMED,4.95060632,1.28,145.23,885.0,5431.0,0.717,0.802,,1.719,309.5,kepler
FALSE POSITIVE,0.536544193,0.9,2199.75,1745.0,5041.0,0.728,0.766,,2.918,159.5,kepler
CONFIRMED,1.005205893,0.85,1893.23,1682.0,5718.0,0.863,0.96,,1.63,97.5,kepler
FALSE POSITIVE,0.952371227,21.96,2885.01,1870.0,6086.0,0.921,1.003,,3.926,352.5,kepler
FALSE POSITIVE,1.089088292,1.28,3167.63,1914.0,6194.0,1.069,1.161,,1.8599,141.7,kepler
CONFIRMED,3.95116635,0.83,427.07,1160.0,5574.0,1.065,0.933,,2.566,60.9,kepler
CONFIRMED,2.89223998,0.7,647.55,1287.0,5574.0,1.065,0.933,,2.521,44.3,kepler
FALSE POSITIVE,1.89124187,0.93,698.9,1312.0,5285.0,0.927,0.933,,4.415,105.8,kepler
CANDIDATE,3.79437277,1.36,865.53,1383.0,5455.0,1.507,0.877,,2.289,83.2,kepler
CONFIRMED,59.284064,1.81,6.14,401.0,5225.0,0.859,0.861,,5.42,424.4,kepler
CONFIRMED,67.968656,1.71,9.09,443.0,5670.0,0.95,0.802,,7.948,321.8,kepler
FALSE POSITIVE,2.15681538,1.06,1114.9,1473.0,6084.0,0.983,0.991,,5.115,106.5,kepler
FALSE POSITIVE,0.708563091,15.38,1501.41,1587.0,5271.0,0.648,0.718,,6.347,414.5,kepler
CANDIDATE,2.00870696,0.55,542.87,1232.0,5341.0,0.759,0.705,,4.87,53.5,kepler
FALSE POSITIVE,1.33256418,0.81,602.26,1262.0,5157.0,0.62,0.614,,4.701,162.3,kepler
FALSE POSITIVE,1.387838134,1.24,2378.53,1783.0,6273.0,1.044,1.099,,2.252,136.8,kepler
FALSE POSITIVE,0.678349364,19.06,2737.73,1844.0,5569.0,0.829,0.928,,3.092,486.0,kepler
FALSE POSITIVE,1.8913182,0.9,221.36,983.0,4476.0,0.633,0.618,,4.374,202.3,kepler
FALSE POSITIVE,1.33255441,1.12,2180.2,1743.0,6099.0,1.028,1.098,,3.828,106.7,kepler
FALSE POSITIVE,1.728521892,1.19,1869.82,1678.0,5872.0,1.157,0.934,,3.361,92.2,kepler
FALSE POSITIVE,1.89125855,0.81,1839.74,1671.0,6569.0,0.927,0.805,,5.415,67.9,kepler
FALSE POSITIVE,8.65312868,20.38,127.5,857.0,5880.0,0.893,0.974,,3.376,508.6,kepler
CONFIRMED,30.0899459,2.25,44.79,660.0,6056.0,1.209,1.147,,6.654,242.6,kepler
CONFIRMED,9.91937693,1.32,116.43,838.0,5688.0,0.971,0.895,,4.326,186.7,kepler
CONFIRMED,9.47850818,1.47,189.14,946.0,6249.0,1.076,1.13,,6.154,184.6,kepler
FALSE POSITIVE,0.783258387,1.28,1395.69,1559.0,5067.0,0.715,0.686,,2.2926,328.5,kepler
CONFIRMED,4.24263096,1.1,174.24,926.0,5072.0,0.825,0.822,,2.582,187.6,kepler
FALSE POSITIVE,0.755101928,0.91,2287.46,1763.0,5465.0,0.819,0.84,,3.044,119.8,kepler
FALSE POSITIVE,4.56447463,1.13,156.74,902.0,5270.0,0.77,0.863,,6.415,208.4,kepler
FALSE POSITIVE,1.106529843,1.91,1746.73,1649.0,5932.0,0.798,0.899,,6.258,319.5,kepler
FALSE POSITIVE,1.08193721,0.77,870.17,1385.0,4965.0,0.736,0.709,,4.788,115.3,kepler
FALSE POSITIVE,2.43142974,1.17,852.0,1378.0,5750.0,0.965,0.785,,2.713,146.6,kepler
CONFIRMED,1.41975831,0.85,1968.38,1700.0,5925.0,1.035,0.968,,1.429,60.9,kepler
CONFIRMED,3.951383138,23.51,324.78,1083.0,5570.0,0.899,0.845,,1.0582,405.7,kepler
CONFIRMED,6.84978728,1.83,322.19,1081.0,6056.0,1.209,1.147,,4.919,139.2,kepler
CONFIRMED,28.9060526,0.79,6.94,414.0,4657.0,0.67,0.748,,3.099,99.0,kepler
CONFIRMED,8.10503551,1.45,199.74,959.0,6201.0,0.989,1.058,,4.459,209.9,kepler
CONFIRMED,8.82715783,1.67,95.25,797.0,5550.0,0.878,0.972,,2.019,368.6,kepler
FALSE POSITIVE,1.87886973,1.04,553.59,1236.0,5448.0,0.734,0.815,,3.876,181.9,kepler
FALSE POSITIVE,0.979161676,1.03,1357.43,1548.0,5390.0,0.78,0.875,,2.942,160.2,kepler
FALSE POSITIVE,0.855922327,0.87,1782.11,1658.0,5437.0,0.759,0.727,,1.514,130.9,kepler
CANDIDATE,2.31482311,0.69,554.4,1237.0,5240.0,0.923,0.833,,2.127,58.6,kepler
FALSE POSITIVE,0.952374508,1.13,1006.13,1435.0,4754.0,0.821,0.791,,3.006,204.8,kepler
CANDIDATE,10.778313,1.25,306.18,1067.0,6726.0,1.258,1.054,,5.256,90.7,kepler
CANDIDATE,4.32710895,26.6,900.23,1397.0,5776.0,1.455,0.804,,1.387,108.9,kepler
CANDIDATE,2.90512019,0.57,314.96,1075.0,5374.0,0.721,0.68,,2.293,61.2,kepler
CONFIRMED,14.2651545,1.06,125.45,853.0,5825.0,1.291,1.049,,3.601,66.3,kepler
CANDIDATE,5.04404366,1.47,318.92,1078.0,6039.0,0.951,1.027,,1.682,236.5,kepler
CANDIDATE,1.166960319,0.88,1534.29,1596.0,5632.0,0.904,1.026,,1.6823,97.8,kepler
FALSE POSITIVE,0.530959357,0.69,2764.64,1852.0,5325.0,0.75,0.84,,2.417,84.4,kepler
CANDIDATE,3.05772668,1.23,141.1,878.0,4483.0,0.731,0.723,,1.819,311.0,kepler
CANDIDATE,9.9092109,2.35,54.54,693.0,5396.0,0.702,0.784,,2.552,942.0,kepler
FALSE POSITIVE,0.996864568,0.77,1505.33,1588.0,5418.0,0.782,0.746,,1.098,86.7,kepler
FALSE POSITIVE,1.710319812,0.56,978.84,1426.0,5774.0,0.825,0.831,,2.983,43.6,kepler
FALSE POSITIVE,5.62978034,1.61,154.59,899.0,5497.0,0.839,0.952,,5.847,379.2,kepler
CANDIDATE,6.39269778,1.21,148.31,890.0,5248.0,0.943,0.844,,2.138,174.3,kepler
CONFIRMED,3.0570982,0.99,493.09,1202.0,6021.0,0.819,0.922,,3.571,144.0,kepler
CANDIDATE,7.87845756,0.78,226.11,989.0,5767.0,1.135,0.91,,3.912,44.1,kepler
FALSE POSITIVE,0.885129679,1.21,2373.06,1780.0,5792.0,0.864,0.959,,3.156,177.3,kepler
CONFIRMED,5.79179934,1.69,528.14,1222.0,6174.0,1.318,1.109,,3.474,118.5,kepler
CANDIDATE,27.9040511,2.19,49.53,677.0,6325.0,1.112,1.157,,5.346,300.2,kepler
FALSE POSITIVE,1.39772545,1.58,2275.72,1763.0,6006.0,1.114,1.084,,4.129,181.3,kepler
CANDIDATE,0.644322147,24.39,1516.94,1592.0,5136.0,0.612,0.608,,0.893,1076.6,kepler
FALSE POSITIVE,1.8912501,23.5,427.26,1159.0,4883.0,0.794,0.767,,7.648,731.0,kepler
CANDIDATE,17.8075656,3.92,71.56,742.0,6194.0,0.981,0.988,,1.643,1511.0,kepler
CANDIDATE,3.75030469,0.87,842.07,1374.0,5866.0,1.339,1.016,,3.246,35.5,kepler
CANDIDATE,4.72693131,0.61,495.58,1203.0,5950.0,1.196,1.1,,4.036,26.2,kepler
CANDIDATE,10.0989634,1.03,251.36,1016.0,6174.0,1.318,1.109,,6.428,57.0,kepler
FALSE POSITIVE,3.67515329,0.71,414.64,1150.0,5968.0,0.881,0.97,,7.083,56.0,kepler
FALSE POSITIVE,0.715825886,0.58,3196.46,1920.0,5640.0,0.909,0.924,,1.212,40.6,kepler
FALSE POSITIVE,0.492291661,3.42,2415.37,1788.0,4971.0,0.718,0.693,,0.894,1107.6,kepler
